Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
82748.75136370881,5.554756972261406,7.9990476425539745,3.04,20152.169613900143,1410814.9846924148,"021 Eric Meadow
Griffinstad, OH 04640"
78394.70841696138,5.997765218027937,8.329894182212046,3.01,34267.197401514066,1533017.3071416777,"47372 Lopez Row
South Joanport, MP 21667-6700"
77336.03094987595,6.2027116483735885,6.273381407147366,4.43,30222.691199206813,1446155.1797020894,"95648 Fleming Plains Suite 220
Patriciaview, GA 57597"
73422.83219601624,5.327629541374908,4.6939469300755,3.42,50997.649707447694,1190442.1227402529,"71055 Margaret Stravenue
Jesusshire, FM 69643-5179"
59243.29763001673,6.729520552223568,7.058764827692587,4.26,51405.35248435904,1232004.8298347492,"63891 Rebecca Stravenue Suite 746
East Vincentland, NV 30237"
80649.16023212437,6.039968339319676,6.222667231970941,4.28,18776.463932067505,1046191.1649369912,"768 Russell Keys
Briannamouth, VT 98433"
67579.23479443134,5.973219004488523,7.754357545442311,6.32,21762.94968562536,1170959.5262846122,"744 Hill Ports
Mooreside, MH 20945-2825"
63312.805674677424,6.139115451621262,8.199615241424839,4.41,43230.35215795722,1442632.5412265589,"87629 Shawn Crossing
North William, MN 71601-6188"
87266.3402254392,8.248959366362318,7.234261403725075,5.0,45161.187677411326,2249122.541335193,"03567 Scott Fork
West Lisahaven, ND 55466-3035"
63593.95114061853,8.016627453044602,8.005870385534205,6.47,40186.29336894016,1684537.9611563762,"722 James Plaza Apt. 832
South Christophershire, PR 59771-1651"
77013.18060356245,7.398134291140285,7.5171889556775024,5.23,43432.87979340272,1890056.385193676,"80738 Griffin Mount
Rileyville, AL 37698-7817"
69648.51395169468,5.444737201793215,6.960605519460692,3.17,36038.959052889964,1106149.6856573927,"66285 Drake Hollow Suite 740
New Shannonhaven, VA 07026-9938"
66778.10238475651,6.26872124947221,7.415389387927926,3.14,35399.2102403522,1338247.9300743623,"USNV Cummings
FPO AE 92412-2566"
83298.18337303426,4.6950415065936335,6.0612081102559126,3.33,33657.23919610703,1267433.9085794506,"026 Travis Vista Suite 058
Arnoldbury, VI 63132-3223"
72992.36051310218,4.878964940323385,7.59899851319281,5.02,35123.38281045343,1449409.4356042852,"956 Chavez Canyon
East Sandra, MA 67391-6972"
77158.16600634957,5.727120467736001,7.668465840741894,6.45,28713.931518066616,1290043.366614489,"5486 Conley Islands
Heathfort, SD 91390-8070"
61818.62000505929,6.77948723853953,6.525679549010347,2.37,25120.2989172267,1044999.3428528216,"557 Jeffrey Fall Apt. 271
Wardtown, OR 44694"
63375.34847930338,6.672340059594459,7.883780976970764,3.41,45633.19223997179,1400498.2675747594,"064 Kaufman River
Danielburgh, CO 09090"
82415.25236831931,7.050921403254473,6.456360286319179,3.08,46297.58121136087,1837930.8009415872,"8901 Lisa Isle Apt. 035
North Tammiechester, NC 23048-4036"
66668.09352103536,6.184965338620103,7.863127436732537,3.35,47075.21223266851,1687998.9329604746,"Unit 3857 Box 9497
DPO AE 92239"
58110.57428844892,5.878369480250273,6.825453188437478,2.41,49355.97879044613,1308752.5044794169,"97379 Erin Tunnel Suite 230
Wilsonside, CA 62038-2300"
62992.19009994969,5.913662974269463,7.054529483120222,3.27,23116.793379237934,867311.0637470544,"07743 Michael Glens Suite 132
Lake Gabrielashire, NE 68478"
60912.31621571428,6.313147371102308,6.298966338516728,4.21,20915.81604993481,905328.7691457036,"2378 Christine Oval
North Michaelborough, CT 83476"
72120.35346836508,4.99393800015454,7.7885797266888925,5.04,49375.92528696136,1447671.6746821608,"56510 Lane Wells Suite 051
South Marilyn, IA 97229"
62141.69860532579,5.060596059255688,6.063680473400789,4.01,37463.83647584928,916717.6046638167,"342 Parrish Forest Apt. 984
South Robin, NC 17347-9952"
74960.7676640256,6.467532143785639,6.483895504006983,3.27,35918.89378154244,1268134.9292279817,"7925 Rebecca Cliff Apt. 790
East Amanda, OH 89218-7005"
53641.310287403176,4.50962279049937,7.728757647408083,5.4,36472.17905089275,616056.9600419117,"5215 Robert Circles
Paulfort, AR 94686"
65210.2423079537,6.405674717330547,7.542378229759843,3.11,39286.15766476114,1137685.1162854831,"436 Richardson Crest Apt. 137
Millermouth, IN 67939-9639"
51796.13357752653,6.248382613471702,7.1793538831681,6.43,31178.437996690474,891468.2132791065,"02229 Barnes Fields Suite 576
North Tyler, KY 96565-5296"
71183.73750529332,5.409874134777455,7.401814643488839,4.09,46955.01012923149,1375497.9729216115,"1442 Elizabeth Rue
North Jasmine, ID 74627-1634"
68297.51804597377,5.5337591711501135,8.257213620140282,4.35,23177.5818452764,1281308.3316020842,"8282 Diane Parks Suite 556
Port Mary, CO 34368-5962"
86557.25246175255,5.016626685924781,8.720522984193943,5.25,42757.444276184935,1850525.5729962275,"5442 Mcdaniel Hill
South Joe, TN 50468-3763"
79801.7573419712,6.313971755960216,5.5197174379044185,2.39,33579.913298205174,1169547.521182793,"098 Julie Cliff Suite 274
Fergusonfurt, DC 47107"
54629.08571272891,4.114406519691887,6.946618148698149,2.35,55495.03197416903,911901.1553498644,"9875 Nancy Stream
Lindseyton, WA 74817"
94805.3386388977,6.271926425649867,4.839427216046917,4.49,45481.45260073656,1813996.9333129849,"Unit 4204 Box 6566
DPO AA 89678"
55532.02360793216,7.105812964174553,7.484351931341279,4.09,46509.626564253485,1394840.5225002612,"93529 Bartlett Ridges
Leeview, AS 96540-6448"
66330.60572270393,6.966125283034241,6.724826744855866,3.41,38240.977881988416,1469767.6472201275,"7298 Larry Ridge
North Christian, TN 58581"
59302.22957569153,6.790821807564773,6.4314303376540645,3.4,25296.73583301805,1045395.3290485592,"723 Kimberly Common Suite 520
East Nicholashaven, UT 70709"
72288.67520295737,6.599434696688808,7.979877823699213,5.11,39146.9204990548,1564125.2379417687,"20276 Kelsey Plains Apt. 162
New Angiefort, DE 15768-7899"
68958.02128051907,6.0242098486208775,7.72472337339288,3.37,46682.34049309693,1682708.6168664235,"Unit 0375 Box 5726
DPO AE 97365"
80440.21717179124,5.238705846926753,8.065218842629061,3.1,31114.729197046185,1537864.8820073928,"22930 Smith Ford
Lake Richard, ME 30453"
56030.4748923757,5.029914595996209,7.932589427867322,3.19,46255.54143216356,887016.9763645504,"4959 Roth Ferry
Port Robert, KY 90147-8962"
73682.48620872098,4.611183866564176,5.347027061136258,2.22,34366.180100207785,766078.3707692815,"364 Benjamin Place Suite 843
South Karen, KS 76654-9243"
62850.31598086848,6.249503548445095,7.474265067829362,4.31,37764.36223787261,1277297.48311534,"26853 Brown Ferry
Normastad, OH 05696"
75302.11142446788,6.295260657621228,8.482698841398195,6.4,33424.42750100002,1643338.9927174544,"219 Travis Avenue
Bushhaven, ME 65662"
53128.18544891443,5.180664124823801,5.4269028586106165,2.39,32947.711955068946,524712.7660674525,"Unit 1388 Box 9350
DPO AP 70848"
67229.36692505403,7.283622112921183,5.8709708014914685,2.26,26894.23242312146,1109559.8516026712,"Unit 3782 Box 1041
DPO AP 59400-8142"
80285.6812476344,5.749936131379527,5.211933975691822,3.03,48633.82942715621,1439028.5209890238,"USNS Cardenas
FPO AP 62750-6768"
72472.36673578777,5.801878613595678,5.374961622361369,2.45,19745.492788916355,754960.5528405047,"585 Evans Club Suite 527
Marymouth, WV 99705-0100"
46931.57582033574,7.5257396546127,7.4112134250288975,3.16,22190.129255973785,893215.2366394276,"074 Pamela Crescent Apt. 243
South Alexisbury, MP 43498-1835"
78074.94799318898,5.691650411637049,7.735931940846429,4.06,58051.60065964049,1930802.9189611124,"35058 Gregory Heights Suite 044
Garciaburgh, GA 63314"
68449.04732112933,8.390376003870298,10.144987898345049,3.14,20145.886507895368,1810158.486708856,"46215 Craig Causeway Suite 574
Joyport, DC 81001-1533"
51178.148024917646,6.591952428008975,6.988851756849438,3.1,31822.066038730733,783566.3279228922,"74931 Rogers Wall
Julianfurt, IN 78140"
62016.6860517005,5.762634689336332,7.791948979005997,3.45,35750.28631328743,1040607.3120545676,"PSC 0939, Box 2872
APO AE 84646"
81132.00429233597,5.646510161957468,6.896793461218524,4.12,32311.853235586743,1281113.31524688,"57811 Crystal Road Apt. 465
New Courtney, MS 95601"
78229.554740577,5.7651375222536645,6.308682062163035,4.16,60747.20447892807,1891398.2558229947,"744 Collins Extensions
Nicholasborough, MS 76961"
61839.7678629135,7.740112578784688,5.937846801773273,3.24,26064.820316089223,961539.0599236458,"PSC 9596, Box 0250
APO AE 81289"
75867.2311102282,6.5888242830365495,6.756785868850187,3.11,32319.547496663392,1408427.7584109262,"5425 Alvarado Stravenue Suite 664
Lindseymouth, PA 50595"
73587.04646302672,5.9444921084877,6.53014678035772,2.3,25271.93097528871,1064509.5226208074,"PSC 3878, Box 6882
APO AP 64687-9459"
63757.051474124826,5.805475824446063,8.084123473514097,4.1,27244.43911301611,972079.5875536922,"5098 Pittman Spring Apt. 987
Heathershire, CO 24944"
67351.23818568363,5.780968800120313,6.380818198973612,4.4,47175.787662606126,1413729.7574052191,"420 Cooper Centers Apt. 190
Oneillton, PA 12326-4566"
65579.37801666939,5.952556523375713,5.8280721759664464,2.33,41260.29961594768,1063130.9464812137,"USNV Cervantes
FPO AA 22656-4184"
77553.90640090409,5.061805489274094,8.535375454262747,6.45,53405.50581475935,1603627.2802189654,"6995 Charles Fields
West Thomas, AL 63220"
66214.17376385246,6.271330822753542,7.102589265361559,4.16,47831.69197437104,1322782.7602694822,"USNS Sweeney
FPO AE 18592"
61958.143054869295,6.068642380668557,8.106394596288158,4.14,39953.168017700686,1197740.916766395,"93723 Lisa Valleys
Calebberg, NV 95783-0751"
55470.081861025,5.69477911193525,6.810466039334995,2.49,36246.41293484103,962531.6648892356,"568 Johnston Mountain
New Janice, AL 53432-9841"
49205.82260506384,6.397770389007441,6.884096870218759,4.0,30395.77603875937,773996.476231782,"70252 Jones Track
North Carlaville, AK 16083"
67022.7792237556,5.6315656585171485,6.94646555994736,4.18,33891.305184923884,1118165.8661723498,"173 Erik Glens
Jessicabury, OH 74442"
85192.74240775467,6.501045967495803,6.889478356843396,2.22,22850.062679027866,1534111.5806179212,"6386 Palmer Underpass Suite 102
Port Jackborough, TX 42754-8619"
60134.26608750368,4.259678187544,8.337627487285241,3.09,39200.86656972666,1044615.5216101496,"76054 Brooks Oval
Kennethshire, IA 79803"
68444.72498158785,5.543497850748541,6.172883894828996,2.25,32850.76203709396,985339.4738270298,"44917 Karen Streets
North James, WV 03755"
61000.16042793324,6.691542064828584,7.85960445245648,3.47,60697.63924110519,1739761.372611396,"55801 Lisa Union
Herreramouth, GU 34932-6800"
74900.48594645326,6.496899759280693,8.425506426579435,3.11,42182.06843397348,1820439.3529108851,"18469 Barnes Motorway
Grantmouth, DC 88342-0449"
49623.122614257314,5.221528415693827,7.33925123979874,3.27,35090.887260792464,769113.8331681177,"4484 Johnson Plains Apt. 962
Timothyton, KY 28215"
65846.40694334415,7.315088749114808,8.235833084700168,3.29,22355.221193357807,1369006.1148814352,"939 Atkinson Vista Suite 208
Kennethton, GU 36352-1328"
94670.04591605556,6.926414307024682,8.340524424782561,4.41,39522.90957037146,2186194.7925734245,"401 Michael Drives Apt. 391
Port Lisa, TN 44690"
45353.130376033536,5.1543447834735145,7.4292650933674045,3.09,33340.2888000423,544320.6881466628,"7218 Emily Cove Apt. 490
Choitown, MO 56019-0030"
62130.62308264668,7.026087470809535,6.642123242190246,4.37,40847.89133444984,1283480.4394007365,"9370 Higgins Villages
New Shawnton, MP 90345-6052"
65383.33791728687,7.512526778745121,6.640032003754,3.46,35114.402463487364,1294685.158547012,"7373 Hart Brooks Apt. 168
East Christianside, PR 72679-9159"
58260.78674331324,7.6752150228007485,7.73860841951176,6.41,32295.822251017315,1509929.8324738266,"11487 Tamara Mountain Suite 000
Rogersfurt, ME 83230-6957"
73038.22482195137,6.5040534001194,6.916142757909952,4.47,32508.909733374865,1348883.321478542,"11766 Gallegos Falls Suite 762
Stevenbury, KY 91300"
61306.11812588095,8.472279817795176,6.181664333611376,2.05,37252.71999989303,1559997.1510714702,"Unit 4748 Box 5648
DPO AE 48373-6897"
55879.5037922299,6.407946258168519,5.370386614169023,2.07,37360.06355740455,931357.9954219256,"54993 James Place Suite 797
South Kenneth, CA 86457-1211"
48147.87075459796,5.972172600986304,7.87740359287173,6.44,32050.575933478263,693931.501505761,"PSC 3778, Box 1575
APO AE 50445-2100"
69876.39825207094,6.8446887384818265,7.7315387429419795,6.21,27379.90016538992,1446597.122057405,"67623 King Street Suite 141
Solisbury, MT 04837"
59539.94845013643,6.018590243347785,7.007676165647252,5.43,58600.82714967577,1411730.4772588315,"122 Russo Neck
South Kevin, KY 20712-5282"
75487.03259942801,6.4539316775765085,7.737095684108223,4.02,41105.3906304319,1592210.175923131,"5036 Peterson Throughway
East Megan, GA 08456-4696"
45073.89517578935,8.333101975109903,4.635161107885296,3.3,38066.161296912505,704698.362078768,"649 Adams Viaduct
Dustinland, MD 91269-0163"
75171.71380057382,6.20495418167144,8.812217628927772,6.14,40621.1170682025,1874415.1070496887,"85731 Fowler Shores Apt. 056
Garciaview, TN 97935"
76573.47529712027,6.07810855709872,8.861577100671784,3.37,40002.32738638181,1810782.4134547503,"732 Alexa Valley Apt. 353
East John, GU 37109"
61098.27241740827,6.978220999000531,6.841803530648964,2.34,27467.275225716952,1023205.0409895576,"40122 Morris Neck
Sheliaburgh, DE 82340"
62671.73070150637,5.537926730329317,6.402028316635014,4.44,31702.714547235868,798659.2170989877,"21986 Smith Path Suite 568
Deniseland, MO 01264"
48629.25183087269,5.878229480466628,7.661603454177303,3.31,53564.16323332278,1209445.2203735302,"3818 Stevenson Springs Suite 756
Clarkburgh, ID 25629-0517"
69438.70006102754,6.1195302571869385,7.403375101044856,4.48,57775.261391778906,1537335.8971195896,"898 Craig Ridge Apt. 204
Coryfort, GA 66710-2535"
62571.35286332313,5.945193547491548,7.176352932118558,4.37,41465.115631173714,1161995.7281770946,"86533 Gould Hills
Garciachester, DE 09135-4735"
69799.15197609921,5.684122076488648,5.966318330035974,4.14,38340.731395560535,1152798.578967208,"Unit 9088 Box 5092
DPO AP 61699-0044"
62514.10855666429,4.931569621101401,6.19406836304838,3.35,40891.61562751914,813807.6997244997,"119 Nichols Flats
New Robert, MS 49220"
68091.1796758218,5.364208037781441,7.502955794770934,3.1,44557.37965578726,1489648.017667954,"1836 Shaw Lane Apt. 733
Gracetown, PW 83118-5264"
76395.64694126791,8.109898927942105,5.548906180616775,3.16,36758.32133655043,1604954.7234397994,"346 Heidi Curve
Rodriguezbury, OR 73871"
64501.2264490648,6.001641690907001,7.293476753807881,5.33,43869.30998440175,1278991.6886996122,"8173 Rush Wells
New Stephanie, MS 56356"
66269.51276858464,6.826684183580432,8.191502632409737,3.26,18114.57521760278,1168859.1171821957,"13878 Lori Points
Butlerberg, AZ 93348-9767"
73294.46146507688,5.703093085689907,5.734420555664961,4.0,32253.01801825585,1151128.9154600538,"1070 Jessica Club
South Seanchester, WI 22591-8781"
64205.86320101562,5.608289645717874,6.107278834429043,2.28,48649.61038544214,1124818.114195813,"96480 Taylor Mews Apt. 138
New Justinmouth, PA 25004"
67100.06890737066,6.884826406994362,6.47815219311912,2.44,27456.64493437836,1199144.7879332034,"5829 Tucker Landing Apt. 091
Lake Dennisburgh, SD 85755"
66840.69531523029,6.705514007161844,7.044911117703628,6.28,32705.94933115129,1218011.060787834,"628 Peterson Locks Suite 809
Meyermouth, KY 45309"
59081.98555230439,7.231266171482629,6.972863895313539,2.12,42578.42762640884,1401767.9042517585,"PSC 9942, Box 7298
APO AA 44420-7366"
71062.07956755254,7.187575281631801,6.570481346688168,4.41,30770.846815384048,1367142.71669501,"333 Eric Avenue
Josephmouth, AS 16402"
90499.0574513475,6.3843589207152025,4.242191301572632,3.04,33970.16499037125,1240763.765571478,"6531 Chase Prairie Apt. 245
Susanshire, MN 22365"
79585.55222987563,5.778524695376402,8.430787826458772,4.32,31773.337395105867,1612717.553099336,"53578 Rachel Estate Suite 891
Daviesstad, MH 60772"
69835.56399576584,6.419843029605572,7.670982834153155,3.03,19376.318934572257,1277380.5286085252,"46680 Weaver Plains Apt. 497
Karenhaven, RI 92983"
71938.00236740925,5.139113766068139,7.572943156729014,3.17,20097.13850146397,1157189.4377037785,"004 Mary Landing
Noahmouth, VA 94749-4193"
82768.61396710604,7.135406223429652,7.0571822610381485,4.2,23581.38569900384,1476989.183503952,"5989 Garner Crossroad
Russomouth, AR 83930"
55795.38072910769,6.663034956757264,6.9827782347220335,2.34,26448.033973118043,903665.2036911576,"8837 Daniel Wells Suite 168
Heatherton, ME 49081-0303"
70029.50970987263,5.5208248961622655,6.986629964703183,3.01,23649.75549488093,951243.854076582,"PSC 6967, Box 7572
APO AA 24368-1858"
64426.86589423622,5.5040124926860265,8.95017903929667,3.31,18214.3140499687,1055548.6757761142,"Unit 4466 Box 0788
DPO AP 45943"
70299.01630348907,5.698344354222736,6.56442299846271,2.0,33147.36618111821,1172619.5970591358,"4947 Shawn Greens
South Crystalville, NJ 68094"
55288.83744723071,6.194182284487791,8.345217341917625,6.41,31144.655211640547,1090788.9812340653,"386 Johnson Shoal Apt. 607
Lydiashire, OH 14525-4403"
77265.74829798454,5.38707860873112,7.600015976987018,3.46,21558.37574550794,1097701.9432920394,"270 Sarah Vista
North Jessicatown, MP 84920-3221"
69632.04045808854,4.6911063010499845,5.563805067980938,2.22,34641.565084709226,889385.9015842597,"USS Harris
FPO AP 57241-4816"
63079.17239570017,6.381165621462486,8.995983688686758,3.05,21940.74723877193,1201110.2943628735,"USCGC Griffin
FPO AA 79620-2929"
76170.95747368144,7.276200996321209,7.1038401472742185,6.15,52111.97452742975,1880178.647341969,"0737 Michael Causeway Suite 786
South Michael, WV 09653"
76416.90535299992,4.6528475972281385,7.383606405617789,4.46,49032.66585640106,1388596.243304004,"65635 David Port Suite 498
Lake Carlyfort, NM 56253"
65846.17103853785,6.385373646848527,6.804130903535375,3.18,28214.3635513084,928950.0032485396,"12315 Johnson Corners Suite 788
West Tyler, WV 04839"
59179.86860424145,6.215488288214617,6.519249286816658,2.45,33549.55306031765,892718.0910073874,"528 Nancy Points
Lake Edward, FM 85808"
74838.65747339962,5.919090478688957,7.54327640412288,6.0,23637.25636750912,1137467.585767479,"43929 Valerie Forest
Terrellton, DE 21808"
81024.7820520371,5.796985082795695,6.715110725360336,2.05,25837.864484373,1319478.28736545,"02827 Alexis Landing
Rossside, GU 67047"
71601.64105548908,6.066999487096951,7.249905240497008,4.24,34787.46537205928,1289201.390733304,"2334 Morgan Highway Apt. 273
Brownland, SC 27143"
71915.14668577212,6.279753853557661,5.521216370644254,4.47,27714.29365685632,1006687.3871388726,"038 Anderson Club Suite 485
Richardsonfort, MA 22267"
54743.73393640213,7.0238943635650655,7.555095570804442,6.49,27692.26876540434,1079951.1554316457,"71362 Meyer Squares Suite 571
South Anna, AS 81738"
76156.46816121571,7.575082016151503,6.404836421459311,3.1,34493.80445926538,1521745.663006273,"3817 Mark Shore Suite 626
Rebeccaside, CO 34052"
77722.49799845976,4.717414037793958,7.743944662663852,6.13,57287.59897246426,1657363.0570933966,"494 Knox Throughway Suite 683
Port Henry, DE 40842"
66490.83326926139,6.539361589794573,7.9511565369174,5.46,33650.09383688297,1506798.7549083135,"443 Miller Road
Courtneyside, IL 83769"
69677.41931900122,4.850512519434554,6.111099733943789,3.11,50524.9554095933,1212939.953517593,"54047 Miller Pine
East Savannahville, MS 13589-0506"
59789.73643452903,5.49092227304844,6.398561271124016,3.08,49200.07956822676,1174311.5559111224,"996 Frederick Bridge Suite 989
Port Lucas, OR 91671"
86849.84442320287,5.689341577023879,6.1812278612311005,3.01,45178.467683511175,1675062.8906871276,"6522 Mark Pines Suite 273
Clarkborough, MO 71914"
51992.74329122318,7.186340287111901,7.138233913946404,3.32,21759.506125993168,1012262.7116594332,"073 Martinez Neck Suite 992
North Sara, MA 27515"
62933.334716892416,7.2683464288328095,7.557128955291646,3.14,32233.885879305348,1253359.9540054663,"6228 Cristina Walk
Collinsstad, RI 77748"
71939.3710407762,6.994091107090339,8.025891006015335,6.11,40053.87810424453,1617072.27721383,"2314 Jeffrey Prairie
Goodmanfort, MO 09014-1562"
42814.993038002445,5.247613112576711,6.080981099574747,4.02,41426.38976538511,452530.1766995848,"8901 Thomas Walk Suite 251
East Stephanieburgh, MN 68081"
45610.93841420944,6.555873429306434,7.942857914343546,3.22,42614.83941492759,961354.287727855,"8725 Caitlin Avenue Suite 425
Zacharyside, IN 81680"
80256.98118744831,6.4112217810521255,5.279549359619933,2.39,40240.57931741727,1232992.8408057515,"91627 Robert Shoal Suite 118
Sharonport, DE 91527-7302"
51519.61853694368,6.944747470260031,5.543896646981711,4.13,43258.64460309612,945981.5296322836,"15429 Janice Lock
Jessicaville, MD 71946"
73260.02316086993,4.761180662700512,8.172300078018445,3.29,53577.585498946566,1506651.1565735163,"875 Jason Route Apt. 147
Davidmouth, TX 61789-9174"
74048.93539122486,7.985437862061371,7.175769540720513,3.21,27782.67005609899,1551390.3787238726,"9948 Johnson Plain
Susanside, AK 42875-7450"
70153.70128941837,4.44790223232814,5.507529287455349,2.33,35808.410189985465,765505.3475276389,"Unit 6663 Box 8817
DPO AE 57810"
62639.159808276425,5.550184070769613,5.457060934698823,2.27,27812.685913765657,476971.4559427722,"4540 Henderson Canyon Apt. 901
Turnerton, GA 09258-6031"
77630.95507510817,6.8096274201754685,6.829667440544687,2.29,31739.8891160808,1420283.5588377572,"003 Steven Port Apt. 012
North Michaelbury, UT 27451-2671"
58566.84936342057,6.5796914528777375,5.034525351903061,2.17,39705.4649593564,1026817.399788458,"7896 Walker Spring
Loriport, MH 72956"
61370.32348975753,6.529605446379938,6.606743696723634,4.3,20600.511000269773,824540.8963674724,"7756 Martin Row
East Kevinside, IL 31478-4239"
85466.39025522285,5.594194543513706,4.794561406116628,3.19,38191.03227428696,1380602.5555813394,"91961 Barker Plain
Richardsonstad, AL 90756"
77354.38844359497,5.478183594318212,9.159340949061669,3.39,32342.976632130016,1455554.8290921585,"15415 Ryan Ramp
Rodriguezville, VA 05237"
63353.803540609406,4.89494368454019,7.307411975676351,4.39,37717.60297119864,932616.0682040264,"38001 Nicole Mill
Taylorville, AZ 62203"
77803.18624980655,6.646958009180907,7.161329308012253,5.38,42090.948198130296,1568181.6144646874,"Unit 3061 Box 5285
DPO AP 84263-3820"
74141.33111218314,4.994616743010464,6.66929268645807,3.4,46905.19295282187,1068492.6129947894,"666 Peterson Harbor Suite 876
Hoodshire, NM 56769-5455"
50703.15291580104,6.096813146306933,7.784817857005388,4.49,26324.207865358072,743393.3473414255,"Unit 8400 Box 2364
DPO AE 91759"
64044.032496643165,5.220986982312443,5.825405472888403,4.41,58887.99940843419,1122967.3851719948,"485 Wood Path Apt. 959
New Williamburgh, WI 99140"
57584.84524068713,6.235777365983025,4.6740735644436135,2.12,46724.89921151675,973197.775347568,"5643 Jordan Keys
South Lindsayfort, KY 46709"
63584.04588001952,5.832827571239211,6.029160867165066,4.29,46340.18858141246,1175781.4175700566,"73601 Donaldson Squares
Port John, VI 73473"
86762.8828636063,6.530193290345818,5.1069622472529925,2.09,47724.58135506082,1571253.5314750455,"4856 Wilkinson Shores Suite 654
Port Lucaston, NH 82431-8720"
74691.94960081003,5.492570783718703,7.937276295877943,5.29,55403.093468937215,1658381.0058753565,"Unit 1785 Box 7504
DPO AP 49434"
74898.65868417957,7.330481279728954,4.878168680902394,3.45,32530.256307250023,1261239.2721713646,"48186 Pope Mews Apt. 453
Kellyside, ID 42041"
52642.47988231877,3.9214767939345663,7.164072583574876,4.46,50133.01508358672,671802.0395152965,"39214 Jason Street
East Danielle, NY 02125"
75265.99826759112,8.312847295126744,7.49459124400699,5.33,13108.017885153118,1559678.6133662397,"PSC 8409, Box 5628
APO AA 76710-9573"
80168.91114950628,6.158568848939144,7.9059839920312704,6.23,24833.29857514716,1406437.6853738874,"1782 Tran Course Suite 370
Joeville, KY 71700"
88090.37432225187,4.192968843877994,7.503210113234896,4.34,55833.58222943252,1641473.6623413602,"912 Michael Well
Lake Taylor, AK 56349"
61522.9311152275,6.154820118761503,8.707035450079715,6.46,30398.57293898597,1176021.3754618713,"249 Wall Stream Suite 514
Lake Cynthiaville, WY 10462"
67424.49083439031,6.5570290104721645,9.512477058780853,3.19,37721.32476338605,1613037.5089371018,"5752 Kimberly Run
South Seth, GU 83042-8433"
65925.8537962682,7.605511953651169,7.070409540665196,3.28,34171.360073668664,1597655.2584122843,"253 Golden Island
East Donald, CT 91882"
64624.31589978985,6.263865774201987,6.333123380284706,2.36,37117.5550581268,1295728.0882968723,"31989 White Parkways Suite 817
Coxstad, HI 31365-7311"
